,name,url_x,survival,attack_x,skill_attack,difficulty,skill_0,skill_0_cooling,skill_0_cost,skill_0_desc,skill_1,skill_1_cooling,skill_1_cost,skill_1_desc,skill_2,skill_2_cooling,skill_2_cost,skill_2_desc,skill_3,skill_3_cooling,skill_3_cost,skill_3_desc,搭配英雄1,搭配英雄2,压制英雄1,压制英雄2,被压制英雄1,被压制英雄2,HP,HP_recover,MP,MP_recover,attack_y,attack_rank,cooling_reduce,crit_effect,crit_rate,defense,injury_reduction_rate,magic_attack,magic_defense,magic_injury_reduction_rate,magic_sunder_armor,magic_vampire,speed,speed_up,sunder_armor,tag_1,tag_2,tag_3,toughness,url_y,vampire,weapon_1,weapon_2,weapon_3,weapon_4,weapon_5,weapon_6
23,铠,http://pvp.qq.com/web201605/herodetail/193.shtml,70,70,40,20,修罗之魂,0,0,被动：铠拥有精湛的战斗技巧，当铠的普通攻击和极刃风暴只命中了一个目标时将会额外造成50%伤害。,回旋之刃,10,60,铠向指定方向投掷刀刃，对命中的敌人造成150/180/210/240/270/300（+60%物理加成）点物理伤害并减少其30%移动速度，持续1秒；刀刃命中敌人后会在敌人间弹射，最多4次；命中的第一个目标将会额外减少20%移动速度，持续1秒；当刀刃命中敌人时，铠将回复10%最大生命值并且减少30%回旋之刃的冷却时间，同时增加20%移动速度和15%/17%/19%/21%/23%/25%攻击速度，持续3秒,极刃风暴,6,50,铠向指定方向发动两次挥砍，每次80/96/112/128/144/160（+30%物理加成）点物理伤害，并且第二次挥砍会将敌人击飞0.5秒；同时使得下一次普通攻击更变为冲砍，冲砍会冲锋至目标身旁并发动普通攻击，冲砍会额外造成150/180/210/240/270/300点成物理。被动：脱离战斗后铠每秒回复1%最大生命值及最大法力值并且会增加10/12/14/16/18/20点移动速度,不灭魔躯,60/55/50,120,铠召唤魔铠，魔铠在1秒后降临，对附近造成300/400/500点法术伤害并强化自身100/150/200攻击力、50点移动速度、60/95/130点伤害格挡；同时会对自身附近的敌人造成60点法术伤害，持续8秒；,宫本武藏,花木兰,鲁班七号,后羿,芈月,诸葛亮,3375,44,440,16,176,近程,0,200%,0,107,15.1%,0,50,7.6%,0,0,390,0,0,战士,坦克,,0,http://news.17173.com/z/pvp/yxtj/kai/index.shtml,0,暗影战斧,抵抗之靴,反伤刺甲,冰痕之握,魔女斗篷,贤者的庇护
24,鬼谷子,http://pvp.qq.com/web201605/herodetail/189.shtml,50,20,60,50,纵横兵法,0,0,被动：鬼谷子脱离敌方视野3秒后，玄微子会再次归巢到法杖中，下一次普通攻击变更为强化攻击，强化攻击会造成300（+45%法术加成）点法术伤害并将范围内的敌人减少50%移动速度，持续1.5秒；如果使用强化攻击时，鬼谷子不处于敌方视野，则纵横兵法的冷却时间将会增加至10秒,先知·神隐,10,70,鬼谷子命令玄微子包裹自身，使自己与周围环境融为一体进入伪装状态，持续4秒；伪装状态下，鬼谷子将增加40%移动速度，并且对触碰到的每个敌人造成450/540/630/720/810/900（+60%法术加成）点法术伤害，同时降低该敌人25%的物理和法术防御，持续4秒，每个敌人最多触发1次；伪装效果会在鬼谷子用其它方式伤害敌人时消失,万物有灵,10/9,80,鬼谷子召唤大量玄微子在自身周围聚集，对范围内敌人每0.5秒造成100/120/140/160/180/200（+15%法术加成）点法术伤害，持续2秒；2秒后玄微子集结完毕，对范围内敌人造成400（+60%法术加成）点法术伤害，同时将敌人拉扯到鬼谷子身旁并将其晕眩1秒；如果该伤害命中敌方英雄，鬼谷子和范围内的队友将获得可抵免500/600/700/800/900/1000（+100%法术加成）点伤害的护盾,先知·雾隐,35/30/25,120,鬼谷子命令玄微子包裹自身和1500距离内的队友，准备1秒后进入伪装状态；伪装状态下鬼谷子和队友将增加30%移动速度；同时将会探查到距离鬼谷子最近的一名敌方英雄视野，伪装状态最多持续4秒；伪装状态下，如果使用普通攻击、技能或敌方造成负面效果会立即解除伪装状态,高渐离,李白,王昭君,兰陵王,马可波罗,李元芳,3322,47,450,16,162,远程,0,200%,0,92,13.2%,0,50,7.6%,0,0,350,0,0,隐身,辅助,,0,http://news.17173.com/z/pvp/yxtj/ggz/index.shtml,0,学识宝石,冷静之靴,极寒风暴,魔女斗篷,痛苦面具,贤者的庇护
25,干将莫邪,http://pvp.qq.com/web201605/herodetail/182.shtml,40,30,80,70,比翼同心,0,0,被动：释放飞剑技能时，莫邪都会配合干将飞出自己的雌剑，雌剑和雄剑呈对称状在一点交汇，造成同等伤害。干将莫邪普通攻击使用飞剑挥砍对方造成300（+25%法术加成）点法术伤害,护主邪冢,12/11/10/9/8/7,80,干将连续两次将剑冢用力向前推刺出并自身后移，剑冢造成300/350/400/450/500/550（+50%法术加成）点法术伤害并击飞击退敌人。剑冢击伤的敌人3秒内降低150/180/210/240/270/300点法术防御。被动：每次击败英雄或助攻，剑冢都为干将增加自身15点永久法术强度，最高20层。,雌雄双剑·近,9,45,凌空成剑，释放雄剑，雄剑沿着曲型弹道飞行对敌方造成400/485/570/655/740/825（+40%法术加成）点法术伤害。,雌雄双剑·远,9,45,凌空成剑，释放雄剑，雄剑沿着曲型弹道飞行对敌方造成400/485/570/655/740/825（+40%法术加成）点法术伤害。,庄周,钟无艳,黄忠,高渐离,兰陵王,花木兰,3189,45,490,17,159,进程,0,200%,0,92,13.2%,0,50,7.6%,0,0,380,0,0,远程消耗,法师,,0,http://news.17173.com/z/pvp/yxtj/gjmy/index.shtml,0,冷静之靴,回响之杖,博学者之怒,痛苦面具,辉月,贤者之书
26,东皇太一,http://pvp.qq.com/web201605/herodetail/187.shtml,80,20,50,40,暗冕之噬,0,0,被动：东皇太一使用祭典创造出来的黑暗能量体极不稳定，敌人被黑暗能量体触碰到都会造成100（+敌方3%最大生命值）（50%法术加成）点法术伤害；每当黑暗能量体对敌方英雄造成伤害时，东皇太一将会回复100（自身最大生命3%）（+40%法术加成）点生命值，对敌人非英雄目标造成伤害时，东皇太一将会回复自身1%最大生命值,日蚀祭典,5,60,东皇太一释放力量，对周围造成300/360/420/480/540/600（+40%法术加成）点法术伤害并创造出黑暗能量体在身边环绕，同时最多存在3个；释放能量时，若对范围内敌人造成伤害，则会减少50%日蚀祭典的冷却时间；黑暗能量体的数量会影响曜龙烛兆的威力,曜龙烛兆,6,75,东皇太一每拥有1个黑暗能量体，就可召唤1条曜龙对指定方向进行范围冲击，每次冲击将造成500/600/700/800/900/1000（+60%法术加成）点法术伤害；第一次和第二次冲击范围内的敌人减少50%和90%移动速度，持续1秒；第三次冲击范围内的敌人将被眩晕1秒；释放时，自身将增加30%移动速度，持续1秒，并且每增加1个黑暗能量体将额外增加10%移动速度,堕神契约,50/45/40,100,东皇太一压制敌方英雄，同时在彼此间创造一个契约链接，持续2.5秒；当契约的双方的一方受到伤害时，另一方会受到同等的伤害；在强大的堕神契约下双方无法进行任何操作，也无法净化；堕神契约强大的能量溢出，东皇太一将直接获得三个黑暗能量体,马可波罗,阿轲,露娜,太乙真人,蔡文姬,牛魔,3201,53,470,17,163,远程,0,200%,0,99,14.1%,0,50,7.6%,0,0,340,0,0,控制,坦克,,0,http://news.17173.com/z/pvp/yxtj/hdtyi/index.shtml,0,影刃之足,不死鸟之眼,霸者重装,极寒风暴,痛苦面具,魔女斗篷
27,黄忠,http://pvp.qq.com/web201605/herodetail/192.shtml,40,90,40,40,炮手燃魂,0,0,被动：黄忠普攻命中目标将不断激怒自己，获得1.5%暴击率和8点攻击力加成的效果（重装炮塔状态下效果翻倍），持续1.5秒，最多叠加5层。,追击潜能,10,50,黄忠短时间大量提升自身70%移速，移速会在1.5秒内衰减，如果是在架起状态，可瞬间取消架起状态。被动：增加黄忠60/66/72/78/84/90点物理攻击。,警戒地雷,8/7,80,黄忠向指定地点放置警戒地雷，同时获得视野效果，敌方在地雷范围内可触发造成200/240/280/320/360/400（+60%物理加成）点物理伤害，对英雄额外造成50%减速效果与25%的破甲效果，持续2秒，同时自身获得护盾，可吸收200/240/280/320/360/400（+50%物理加成）点伤害。地雷最多存在2个。,重装炮台,16/14/12,80,黄忠进入架起状态，自身不能移动，但会增加180/270/360点物理防御和法术防御，持续15秒，再次释放后退出架起状态；架起状态下，黄忠的每次普通攻击会对中心范围内的敌人造成350/525/700（+100%物理加成）点物理伤害（对边缘敌人伤害衰减40%）；黄忠有7次攻击机会，使用完后取消架起状态,白起,项羽,韩信,诸葛亮,兰陵王,花木兰,3173,39,440,16,172,远程,0,200%,0,91,13.1%,0,50,7.6%,0,0,340,0,0,射手,消耗,收割,0,http://news.17173.com/z/pvp/yxtj/hz/index.shtml,0,影忍之足,无尽战刃,泣血之刃,纯净苍穹,破甲弓,贤者的庇护
28,诸葛亮,http://pvp.qq.com/web201605/herodetail/190.shtml,30,10,80,60,策谋之刻,0,0,被动：诸葛亮法术命中敌人时，会为自己施加谋略刻印，当刻印达到5层时，会召唤5颗法球围绕自身，短暂时间后依次飞出攻击附近的敌人造成270(+52%法术加成)点法术伤害；法球在1秒内连续命中同一目标时，从第二颗法球开始将只造成20%伤害；法球会优先攻击敌方英雄，法球不会攻击非战斗状态的野怪,东风破袭,8/7,60,诸葛亮指定方向发射三颗法球，对路径上的敌人造成500/560/620/680/740/800（+75%法术加成）点法术伤害，如果多颗法球命中同一目标时，从第二颗法球开始将只造成30%伤害；每颗法球能触发1次谋略刻印,时空穿梭,2,50,诸葛亮快速朝指定方向闪烁，并在起始位置和终点位置同时产生一次法力场，对范围内敌人造成350/420/490/560/630/700（+52%法术加成）点法术伤害；同一目标如果在5秒内多次受到法力场影响，将会减少其90%移动速度，持续3秒，该效果会持续衰减；当目标被多个法力场同时命中，将只造成50%伤害；每次法力场影响到敌人，都会触发1次谋略刻印；每10秒可准备1次时空穿梭，最多可储备3次时空穿梭；,元气弹,35/30/25,120,诸葛亮短暂蓄力后锁定目标发出一击强力元气弹，造成450/600/750（+50%法术加成）点法术伤害；目标每损失1%最大生命值元气弹就会增加2%伤害；蓄力时诸葛亮可以移动，并且可以使用时空穿梭；元气弹飞行过程中碰撞到敌方非英雄目标，将会触发同等伤害并将其击飞0.5秒；元气弹可触发1次谋略刻印；如果元气弹直接击败敌方英雄，立即发动策谋之刻，并减少80%元气弹的冷却时间。释放目标如果为敌方英雄，且元气弹没有触碰到任何敌方英雄，返回该技能80%冷却时间,夏侯惇,赵云,扁鹊,鲁班七号,兰陵王,花木兰,3135,44,490,18,156,远程,0,200%,0,87,12.6%,10,50,7.6%,0,0,360,0,0,突进,法师,高爆发,0,http://news.17173.com/z/pvp/yxtj/zgl/index.shtml,0,噬神之书,影刃之足,痛苦面具,极寒风暴,魔女斗篷,回响之杖
29,哪吒,http://pvp.qq.com/web201605/herodetail/180.shtml,80,30,60,50,炙炼火种,0,0,被动：当哪吒用三尖枪和乾坤圈，混天绫进行攻击时会在敌人身上残留炙炼火种，对敌人每秒造成35（+26%物理加成）点真实伤害，持续3秒，并且炙炼火种会减少其25%的生命回复效果,火焰三尖枪,5,55,哪吒挥动三尖枪攻击四周的敌人，造成300/360/420/480/540/600(+85%物理加成)点物理伤害。每击中一个敌方英雄都会触发1次风火轮，当哪吒触发风火轮时会增加6%移动速度，持续5秒，最多可叠加5层,混天绫·束,12/11,65,哪吒用混天绫短暂束缚敌人，然后迅速俯冲向该名敌人并翻越至另一侧，该技能4秒可以再次释放；每击中一名敌人都会触发一次风火轮；释放技能会触发火莲之印；当哪吒触发火莲之印后会减少15/16/17/18/19/20%所受伤害。所受伤害，持续3秒,乾坤·天降,80/75/70,140,哪吒升上天空对敌方所有英雄施加乾坤圈，释放后将获得其视野并打断其回城.随后可选择一名敌方英雄并飞冲到其身前，造成500/625/750（+100%物理加成）点物理伤害并将其击退，落地时激发火莲之华，对火莲范围内的敌人每秒施加1次炙炼火种，并增加自身30%韧性；落地时还会触发火莲之印；飞行过程中再次释放技能会立即降落并激发火莲之华,刘邦,太乙真人,后羿,程咬金,张良,貂蝉,3483,53,450,16,159,近程,0,200%,0,99,14.1%,0,50,7.6%,0,0,380,0,0,战士,突进,,0,http://news.17173.com/z/pvp/yxtj/ezha/index.shtml,0,红莲斗篷,抵抗之靴,暗影战斧,魔女斗篷,冰痕之握,贤者的庇护
30,太乙真人,http://pvp.qq.com/web201605/herodetail/186.shtml,50,10,60,70,黄金闪闪,0,0,被动：太乙真人附近800范围内的敌方非英雄单位死亡时，太乙真人和附近的队友都会额外获得20％金币,意外事故,5,65,太乙真人使用炉子炼制药剂，最多持续5秒，炼制结束时或发生爆炸，对周围敌人造成200/260/320/380/440/500（+60%法术加成）~600/780/960/1140/1320/1500（+180%法术加成点法术伤害）点法术伤害并将其晕眩0.5~1秒（随技能等级成长最高眩晕1.5秒）；太乙真人可随时结束炼制并触发爆炸，但炼制时间越长，伤害越高并且晕眩时间越长；炼制时，自身会逐渐增加移动速度，最多增加至30％；同时，太乙真人还会获得60/96/132/168/204/240点物理及法术防御加成；炼制达到最长时间后，若爆炸命中敌方英雄将减少意外事故的全部冷却时间,第三只手,10/9,65,太乙真人的炉子向指定方向伸出一只触手，会将自身拉向命中的第一个目标；如果是敌方目标，还会造成450/500/550/600/650/700（+80％法术加成）点法术伤害并将其眩晕1秒,大变活人,70/65/60,150,太乙真人召唤替身傀儡，替身傀儡会保护太乙真人和附近血量最低的一名队友，持续3秒；若在傀儡保护下死亡，2秒后将在原地复活，同时将获得2000/2750/3500（+200％法术加成）点生命；复活时，还会对周围的敌人造成600/750/900（+80％法术加成）点法术伤害并减少其50％移动速度，持续2秒；该技能可以在被控制时释放,马可波罗,刘备,黄忠,兰陵王,孙尚香,露娜,2862,44,430,15,162,近程,0,200%,0,106,15%,0,50,7.6%,0,0,410,0,0,辅助,魔法,,0,http://news.17173.com/z/pvp/yxtj/tyzr/index.shtml,0,近卫荣耀,冷静之靴,圣杯,极寒风暴,梦魇之牙,贤者之书
31,蔡文姬,http://pvp.qq.com/web201605/herodetail/184.shtml,50,10,80,30,长歌行,0,0,被动：当蔡文姬受到伤害时，自身会立刻增加70%持续衰减的移动速度，持续2秒，同时自身会每秒回复250（+50%法术加成）点生命值，持续2秒；长歌行每10秒只能触发一次,思无邪,15/14,100,蔡文姬演奏乐曲，自身会增加20%移动速度，持续3秒，同时将为自身和周围的友方英雄每0.5秒恢复60/66/72/78/84/90（+20%法术加成）点生命值，持续3秒,胡笳乐,9,70,蔡文姬向指定方向弹奏一束音波，命中后会在敌人间弹射，每次弹射造成250/290/330/370/410/450（+36%法术加成）点法术伤害并将其眩晕0.75秒；每束音波最多弹射6次，同一目标最多受到2次弹射效果，第二次弹射命中时将只造成50%的初始伤害,忘忧曲,60,120,蔡文姬释放琴音围绕四周，每0.5秒为范围内血量最低的友方英雄回复100/150/200（+60%法术加成）点生命值，持续5秒，同时为其增加300/375/450（+25%法术加成）点物理和法术防御,高渐离,狄仁杰,貂蝉,阿轲,兰陵王,花木兰,3238,38,470,17,159,远程,0%,200%,0,96,13.7%,0,50,7.6%,0,0,360,0,0,辅助,远程,,0,http://news.17173.com/z/pvp/yxtj/cwj/index.shtml,0,冰痕之握,疾步之靴,不死鸟之眼,极寒风暴,不详征兆,魔女斗篷
32,雅典娜,http://pvp.qq.com/web201605/herodetail/183.shtml,70,60,40,60,真神觉醒,0,0,被动：雅典娜死亡后，将在当前位置觉醒真身并且可以真身形态继续移动；双方均可观察到真身的存在；复活时，雅典娜将在真身位置出现；向着雅典娜移动的友军英雄将会增加20％移动速度；作为造物主的古神，雅典娜对野怪和小兵会额外造成25％的伤害,神圣进军,6,60,雅典娜举盾向指定方向突进，对路径上的敌人造成290/350/410/470/530/590（+63％物理加成）点法术伤害并将其击退，同时获得一个可抵免375/465/555/645/735/825（+82％物理加成）点伤害的护盾，持续1秒；护盾存在时，雅典娜免疫所有控制效果,贯穿之枪,6/5,60,雅典娜向指定方向跳跃，同时将下一次普通攻击变更为一个枪刺，枪刺可造成370/430/490/550/610/670（+100％物理加成）点物理伤害；连续三次对敌方英雄枪刺将贯穿该名英雄，造成目标已损生命25％的物理伤害，枪刺间隔不超过5秒才能触发贯穿；神圣进军和敬畏圣盾命中敌人时贯穿之枪会减少4秒的冷却时间,敬畏圣盾,15,90,雅典娜立于原地并举起圣盾，自身获得一个巨大的可抵免1100/1650/2200(+150％物理加成）点伤害护盾，持续1.5秒；1.5秒后圣盾碎裂对范围内敌人造成450/650/850（+150％物理加成）点法术伤害并减少50％移动速度，持续1秒；护盾存在时，雅典娜免疫所有控制效果,达摩,橘右京,达摩,兰陵王,孙膑,关羽,2862,44,430,15,162,近程,0%,200%,0,106,15.0%,0,50,7.6%,0,0,410,0,0,近战,战士,,0,http://news.17173.com/z/pvp/yxtj/ydn/index.shtml,0,暗影战斧,影忍之足,宗师之力,暴烈之甲,不死鸟之眼,冰霜长矛
33,杨戬,http://pvp.qq.com/web201605/herodetail/178.shtml,60,60,50,50,神智侵蚀,0,0,被动：杨戬附近的每个敌方英雄都会使杨戬减少10%所受控制效果的持续时间，最多减少30%,逆转乾坤,8/7,60,杨戬召唤哮天犬并让其向指定方向发起冲锋，对第一个命中的敌人造成150/180/210/240/270/300（+70%物理加成）点物理伤害，如果命中敌人，5秒内可再次施放该技能，释放后杨戬将冲向该敌人并发起一次攻击，造成225/270/315/360/405/450（+105%物理加成）点物理伤害并附加目标已损生命值16%的物理伤害；如果杨戬直接击败目标，将立即刷新逆转乾坤冷却时间,虚妄破灭,10,70,杨戬向指定方向横扫，对范围内敌人造成250/300/350/400/450/500（+100%物理加成）点物理伤害并减少50%移动速度，持续2秒；如果命中的目标生命值百分比高于杨戬，将会晕眩1秒；命中敌人后，杨戬的普通攻击将附带80/120/160/200/240/280（+35%物理加成）点真实伤害，持续5秒,根源之目,30/25/20,100,杨戬可利用天眼施放3次激光，每次间隔不超过5秒，对路径上的敌人造成250/315/380（+85%物理加成）点物理伤害。第3次将会发出3道激光，同时被多道激光命中，从第二道激光开始只会造成30%的伤害；激光命中敌人时，造成的伤害值的50%会转化为杨戬的生命值,高渐离,李白,鲁班七号,关羽,孙尚香,貂蝉,3339,51,420,15,1665,近程,0,200%,0,98,14%,0,50,7.6%,0,0,380,0,0,战士,突进,收割,0,http://news.17173.com/z/pvp/yxtj/yangjian/index.shtml,0,抵抗之靴,红莲斗篷,暗影战斧,不死鸟之眼,魔女斗篷,贤者的庇护
34,成吉思汗,http://pvp.qq.com/web201605/herodetail/177.shtml,30,80,30,50,追猎,4,0,被动：当成吉思汗穿越草丛时会增加40%移动速度，持续2秒，同时下一次普通攻击将变更为两连射，每支箭矢造成0（+65%物理加成）点物理伤害；两连射有4秒冷却时间,鹰眼,16/14/12/10/8/6,80,成吉思汗释放猎鹰侦查，照亮周围区域并获取其中敌人的视野，持续5秒；猎鹰还会朝指定方向飞行，获取沿途区域视野；每16秒可准备1只猎鹰，同时最多可拥有2只猎鹰；被动：箭矢对同一个目标的第三次攻击会额外造成200/240/280/320/360/400（+45%物理加成）点物理伤害,百兽陷阱,10/9/8/7/6/5,60,成吉思汗向指定位置投掷陷阱，持续120秒，陷阱被敌人触碰后范围内敌人将减少30%移动速度并将暴露视野；短暂延迟后对区域内造成360/432/504/576/648/720（+120%物理加成）点物理伤害；每12秒可准备一枚陷阱，同时最多储备2个陷阱；未被触发的陷阱落地2秒后隐形,可汗狂猎,5/4,30,成吉思汗骑行中对敌人射出箭矢造成160/240/320（+100%物理加成）点物理伤害，箭矢可触发普通攻击的法球效果并可以暴击。每5秒可准备1只箭矢，同时最多可储备5只箭矢。,牛魔,张飞,兰陵王,阿轲,兰陵王,花木兰,3027,37,440,15,184,远程,0,200%,0,94,13.5%,0,50,7.6%,0,0,370,0,0,先手,射手,收割,0,http://news.17173.com/z/pvp/yxtj/cjsh/index.shtml,0,宗师之力,影忍之足,泣血之刃,无尽战刃,破甲弓,贤者的庇护
35,钟馗,http://pvp.qq.com/web201605/herodetail/175.shtml,50,40,70,50,制裁仪式,0,0,被动：钟馗受到单次伤害超过10%当前生命值会引发爆炸，对自身附近的敌人造成60（+60%法术加成）（+102)（最大生命值3%）法术伤害，引发爆炸有2秒冷却时间；钟馗死亡后3秒引爆自身，对自身附近的敌人造成240（+240%法术加成）（+410）（最大生命值12%）法术伤害.,虚空清道者,4,60,钟馗以虚空之力锤击地面，对范围内的敌人造成250/300/350/400/450/500（+45%法术加成）点法术伤害并减少30%移动速度，持续1秒；在钟馗身边的敌人受到250%伤害并减少30%移动速度，持续2秒,湮灭之锁,14/13,60,钟馗向指定方向投出钩锁并将第一个命中敌人拉至身前，钩锁命中将造成800/900/1000/1100/1200/1300（+100%法术加成）点法术伤害，同时为该敌人添加标记，轮回吞噬的每次吞噬会将标记的敌人眩晕0.5秒；被动：钟馗每次击败英雄或助攻会获得1层虚空噬魂。每层虚空噬魂会增加180最大生命值，最多叠加20层,轮回吞噬,40/35/30,130,钟馗蓄力后向指定方向张开虚空身躯，对范围内的敌人进行多次吞噬效果，总共造成2400/3000/3600（+360%法术加成）点法术伤害；钟馗在释放同时会获得可抵免240点伤害护盾,刘备,王昭君,周瑜,黄忠,韩信,花木兰,3420,57,490,17,162,近程,0,200%,0,99,14.1%,0,50,7.6%,0,0,360,0,0,法师,钩子,团控,0,http://news.17173.com/z/pvp/yxtj/zk/index.shtml,0,近卫荣耀,影刃之足,不死鸟之眼,极寒风暴,魔女斗篷,不详征兆
36,虞姬,http://pvp.qq.com/web201605/herodetail/174.shtml,40,80,50,40,树神佑护,0,0,被动：虞姬有25%的几率射出两箭总计造成100（+120%物理加成）点物理伤害，同时将减少其15%移动速度，持续2秒，该效果最高叠加3层,楚歌起,5,50,虞姬蓄力后，向指定方向发射一支携树神加持的强力弩矢，弩矢对路径上第一个敌人造成365/475/585/695/805/915（+180%物理加成）点物理伤害；弩矢每命中一个敌人衰减15%伤害，最低衰减至40%伤害,大风来,10,80,虞姬增加30%/36%42%/48%/54%/60%移动速度，持续2秒，期间将闪避所有物理攻击；虞姬在技能开启时，会解除减少自身移动速度的效果并使得下一次普攻必定出发树神护佑；被动：虞姬获得护佑，攻击速度提升20%/22%/24%/26%/28%/30%,阵前舞,20/17/14,100,虞姬冲向目标，在接触目标时将其眩晕0.5秒并触发树神束缚，然后向后跳跃，跳跃时对目标快速射出2支弩矢，每支弩矢造成180/225/270（+85%物理加成）点物理伤害，后跳结束虞姬获得30%/40%/50%攻速加成持续4秒；虞姬在跳跃过程中免疫控制效果,东皇太一,妲己,马可波罗,韩信,露娜,貂蝉,2977,36,440,16,165,远程,0,200%,0,84,12.2%,0,50,7.6%,0,0,340,0,0,突进,射手,,0,http://news.17173.com/z/pvp/yxtj/yuij/index.shtml,0,破甲弓,影刃之足,泣血之刃,极寒风暴,破军,贤者的庇护
